url_server,url,angrily_disgusted,angrily_surprised,angry,appalled,awed,disgusted,fearful,fearfully_angry,fearfully_surprised,happily_disgusted,happily_surprised,happy,sad,sadly_angry,sadly_disgusted,surprised
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0050.jpg,http://1.bp.blogspot.com/_T4mad2E-0Xk/SpBlNqTMMoI/AAAAAAAAD3Q/DmAgxDIe33c/s320/ben+surprise.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0051.jpg,http://1.bp.blogspot.com/_drUMJ9HF-tQ/SQEvYChRQHI/AAAAAAAAENA/Jpy4wdMynK8/s400/rosenthal.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0052.jpg,http://1.bp.blogspot.com/_fzRDTDtuQwk/SQSutXt1z7I/AAAAAAAAA0k/H5t-cCAe1iI/s400/scared.JPG,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0053.jpg,http://1.bp.blogspot.com/_iNLtcc6dW9Q/TH-_HMQrsuI/AAAAAAAAFNM/5m2DAvCqJoM/s1600/Charlie+Chaplin+042932.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0054.jpg,http://1.bp.blogspot.com/_kApto83SZK4/TPt8E8mNYRI/AAAAAAAALZM/Te1evgUXw80/s400/sarah-palin-miss-wasilla-1984.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0055.jpg,http://1.bp.blogspot.com/_kkb-UZrv0XA/Sj7Mfim-2hI/AAAAAAAAAA8/wfhsCc0auUw/S220/11-23-06.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0056.jpg,http://1.bp.blogspot.com/_s6zY8-yAuYc/SmkSDRNk96I/AAAAAAAACgc/24b6MHc7_JY/s400/Radovan+Karadzic+Srebrenica+Genocide+Planner+and+Instigator.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0057.jpg,http://1.bp.blogspot.com/_t_CpYYOa3yU/SwlIjk3fF1I/AAAAAAAAADs/UOHM7n9onrE/s1600/Barnardo.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0058.jpg,http://1.bp.blogspot.com/_tmOYAbNKf7w/TJ4_I-XJYBI/AAAAAAAAEO4/Xi16ZZlQ1EA/s1600/ROTH.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0059.jpg,http://1.bp.blogspot.com/_wWygRVPef90/TDz-EvPAAzI/AAAAAAAAABM/sSOL6V5GfyE/s1600/alzado_SI.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0060.jpg,http://1.bp.blogspot.com/_xNNF29J0Ek4/Swntf28u0YI/AAAAAAAAAD4/AuWJ25J5o6E/s1600/disgust.jpg,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0061.jpg,http://171.67.24.121/tobacco_web/images/tobacco_ads/filter_safety_myths/marlboro_men/large/men_10.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0062.jpg,http://1bi0vfqt7m4fieke4cdnojnt.wpengine.netdna-cdn.com/wp-content/uploads/2012/12/woman-headaches2-620x360.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0063.jpg,http://1pezeshk.com/med/wp-content/uploads/2013/10/10-17-2013-10-24-12-PM.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0064.jpg,http://1v1d1e1lmiki1lgcvx32p49h8fe.wpengine.netdna-cdn.com/wp-content/uploads/2015/12/20151207001207026016-original.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0065.jpg,http://2.bp.blogspot.com/--WMLmlpiGxw/ToletDXIVjI/AAAAAAAACsM/irQucoUlv4c/s1600/john+krasinski.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0066.jpg,http://2.bp.blogspot.com/-0XdTSo1Sed4/TZybxdeBnFI/AAAAAAAABts/ABtKx81yCP0/s1600/David+Icke.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0067.jpg,http://2.bp.blogspot.com/-3Whf2H5B6_E/Tv19MOVftUI/AAAAAAAAApY/LnAR4Ch0fak/s1600/how-is-vaginal-thrush-diagnosed.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0068.jpg,http://2.bp.blogspot.com/-57gRA2fn9yw/UTEUWtxuGAI/AAAAAAAAARM/1avDsBsYKgo/s1600/Patrick-Duffy.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0069.jpg,http://2.bp.blogspot.com/-5naLdh2z--8/Ul7VWE7z7wI/AAAAAAAAAUQ/j51EH1HsDg8/s1600/007+(2).JPG,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0070.jpg,http://2.bp.blogspot.com/-75uEMf8e81A/UATK0LLsPUI/AAAAAAAAA-I/jNfktnjIstw/s1600/Richard+Widmark-002.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0071.jpg,http://2.bp.blogspot.com/-8W7CnFq1sfA/TWelaKg9QwI/AAAAAAAAAtA/jdzBe6VYbfk/s1600/Nicolas-cage-in-drive-angry-3d-movie-trailer-images-photos-reivew.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0072.jpg,http://2.bp.blogspot.com/-8b_VZHjfM08/TWRKZ5W6z5I/AAAAAAAAAEg/tBMfOLX1v5w/s1600/difficult-person-angry-81358808.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0073.jpg,http://2.bp.blogspot.com/-9spAod22HK4/TdlfXmMyDxI/AAAAAAAAAUI/8WyqwGH7GGY/s1600/BT+twist+out2.JPG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0074.jpg,http://2.bp.blogspot.com/-AS2dYPCU-AM/Ts7mHixH3QI/AAAAAAAAAQk/f4juWUmCA1Y/s1600/172085.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0075.jpg,http://2.bp.blogspot.com/-C_ipOPTS08w/T5u357DiFHI/AAAAAAAAFGs/7oZFO4q9IT0/s1600/angry+black+man+(2).jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0076.jpg,http://2.bp.blogspot.com/-CkMi5LBriqs/UgCXcl4emkI/AAAAAAAAFN8/mncBus2pmqA/s320/Jaffen+VOY+Workforce+James+Read.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0077.jpg,http://2.bp.blogspot.com/-EzKUgH6D-eg/UDU0wjryNkI/AAAAAAAAEno/b1wR1ayiD2E/s320/Erik_Satie-01.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0078.jpg,http://2.bp.blogspot.com/-HOTJvRkRaKU/Tek8e7QPQII/AAAAAAAABPg/mGObhEYUMIs/s400/BILLY%2BFURY%2BBACK%2BCOVER_1.tif.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0079.jpg,http://2.bp.blogspot.com/-I4xQu7XrtdQ/UJC90PAmotI/AAAAAAAAA1M/Q6gAGC_PWzo/s1600/Funny+Angry+Old+Woman_2.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0080.jpg,http://2.bp.blogspot.com/-Jyu6gYmCj5o/T7KDwyqdVhI/AAAAAAAAArU/kP9ooxs-MP4/s1600/scared.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0081.jpg,http://2.bp.blogspot.com/-MfqOVGoOwxo/ULImGJ29TgI/AAAAAAAAAOc/i2Ib85dxskA/s1600/katrina-kaif-new-hot-scene-739976.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
